"department","region","education","gender","recruitment_channel","no_of_trainings","age","previous_year_rating","length_of_service","awards_won.","avg_training_score","is_promoted"
"Sales & Marketing","region_2","No_Education","m","other",1,45,"4",12,0,46,"No"
"Sales & Marketing","region_16","Master_and_above","m","other",1,37,"1",8,0,47,"No"
"Operations","region_2","Master_and_above","f","other",1,32,"4",4,0,57,"No"
"Operations","region_22","Bachelor","f","other",1,30,"3",6,0,58,"No"
"Analytics","region_15","Bachelor","m","other",1,32,"2",6,0,87,"No"
"Legal","region_22","Bachelor","m","other",1,33,"3",5,0,59,"No"
"Analytics","region_2","Bachelor","m","sourcing",1,30,"3",5,0,86,"No"
"Legal","region_11","Bachelor","m","other",1,34,"3",9,0,60,"No"
"Technology","region_22","Bachelor","m","sourcing",3,33,"4",8,0,78,"No"
"Analytics","region_11","Bachelor","m","other",2,27,"3",4,0,85,"No"
"Finance","region_22","Bachelor","f","sourcing",1,24,"3",2,0,62,"No"
"Sales & Marketing","region_2","Bachelor","m","sourcing",1,42,"3",13,0,50,"No"
"Operations","region_8","Bachelor","f","sourcing",1,26,"2",3,0,61,"No"
"Analytics","region_9","Master_and_above","m","sourcing",1,30,"No_Rating",1,0,87,"No"
"Sales & Marketing","region_19","Bachelor","m","other",1,50,"1",17,0,45,"No"
"Technology","region_15","Master_and_above","f","sourcing",1,38,"2",9,0,78,"No"
"Sales & Marketing","region_6","Bachelor","m","sourcing",1,32,"5",3,0,48,"No"
"Sales & Marketing","region_15","Bachelor","f","sourcing",1,27,"1",3,0,52,"No"
"Procurement","region_4","Bachelor","f","sourcing",1,47,"3",7,0,69,"No"
"Sales & Marketing","region_12","Bachelor","m","sourcing",1,35,"2",4,0,53,"No"
"Sales & Marketing","region_28","Bachelor","m","other",1,29,"3",5,0,51,"No"
"Operations","region_26","Bachelor","f","sourcing",1,31,"3",4,0,55,"No"
"Sales & Marketing","region_21","Bachelor","m","other",1,43,"2",10,0,49,"No"
"Technology","region_2","Master_and_above","f","sourcing",1,55,"4",24,0,76,"No"
"Sales & Marketing","region_27","Bachelor","m","sourcing",1,42,"3",10,0,53,"No"
"Analytics","region_9","Master_and_above","m","other",1,29,"2",7,0,84,"No"
"Technology","region_7","Bachelor","m","sourcing",2,31,"3",4,0,76,"No"
"Sales & Marketing","region_2","Master_and_above","f","other",1,38,"5",9,0,51,"No"
"Procurement","region_7","Master_and_above","m","sourcing",1,49,"5",14,0,70,"No"
"Technology","region_3","Master_and_above","m","other",1,47,"3",17,0,79,"No"
"Technology","region_7","Bachelor","m","other",1,26,"2",6,0,77,"No"
"Sales & Marketing","region_4","Bachelor","m","sourcing",1,43,"3",8,0,51,"No"
"Technology","region_2","Bachelor","f","other",1,36,"1",4,0,79,"No"
"Sales & Marketing","region_13","Bachelor","f","other",1,27,"5",3,0,45,"No"
"Procurement","region_31","Bachelor","m","other",2,33,"3",3,0,71,"No"
"Technology","region_2","Bachelor","f","sourcing",1,36,"2",9,0,84,"No"
"Technology","region_2","Master_and_above","f","other",1,32,"3",7,0,81,"No"
"Technology","region_2","Master_and_above","f","other",2,33,"1",4,0,81,"No"
"Procurement","region_27","Bachelor","m","sourcing",3,27,"3",2,0,72,"No"
"HR","region_2","Bachelor","m","other",1,31,"2",2,0,53,"No"
"Sales & Marketing","region_34","Master_and_above","m","other",1,34,"3",7,0,47,"No"
"Procurement","region_1","Bachelor","f","sourcing",1,32,"2",6,0,69,"No"
"Procurement","region_23","Master_and_above","f","other",1,38,"5",4,0,70,"No"
"Analytics","region_22","Bachelor","f","sourcing",1,28,"1",2,0,84,"No"
"Analytics","region_13","Bachelor","m","other",2,33,"5",4,1,89,"No"
"Sales & Marketing","region_34","Bachelor","m","other",5,26,"1",3,0,50,"No"
"Operations","region_11","Master_and_above","m","sourcing",1,35,"4",10,0,57,"No"
"Operations","region_31","Bachelor","f","other",1,28,"3",3,0,58,"No"
"Analytics","region_19","Bachelor","m","other",1,37,"5",4,0,83,"No"
"Technology","region_31","Bachelor","f","other",1,30,"4",10,0,80,"No"
"Sales & Marketing","region_31","Bachelor","m","other",1,38,"1",3,0,53,"No"
"Procurement","region_7","Master_and_above","f","other",1,34,"5",7,0,69,"No"
"Operations","region_7","Bachelor","f","sourcing",1,32,"1",2,0,58,"No"
"Sales & Marketing","region_7","Bachelor","m","other",1,30,"3",6,0,49,"No"
"Analytics","region_22","Bachelor","m","sourcing",1,33,"4",6,0,86,"Yes"
"Sales & Marketing","region_2","Bachelor","m","other",3,29,"No_Rating",1,0,49,"No"
"Analytics","region_28","Bachelor","m","other",1,32,"5",4,0,82,"No"
"Sales & Marketing","region_7","Master_and_above","f","other",1,45,"1",14,0,49,"No"
"HR","region_2","Bachelor","f","other",1,34,"3",5,0,61,"Yes"
"Sales & Marketing","region_22","Master_and_above","m","other",2,31,"2",3,0,51,"No"
"HR","region_2","Master_and_above","m","other",1,44,"3",15,0,50,"No"
"Operations","region_2","No_Education","m","sourcing",1,33,"4",5,0,57,"No"
"Sales & Marketing","region_23","Master_and_above","m","other",1,34,"3",7,0,50,"No"
"Operations","region_2","Master_and_above","m","other",1,36,"3",9,0,57,"No"
"Operations","region_2","Master_and_above","f","sourcing",1,56,"3",3,0,61,"No"
"Sales & Marketing","region_7","Bachelor","m","other",1,44,"4",10,0,47,"No"
"Technology","region_33","Bachelor","m","other",1,32,"3",6,0,90,"Yes"
"Operations","region_13","Master_and_above","m","sourcing",2,38,"3",7,0,64,"No"
"Procurement","region_2","Master_and_above","m","other",2,46,"3",16,0,68,"No"
"Sales & Marketing","region_30","Bachelor","m","other",2,28,"No_Rating",1,0,51,"No"
"Sales & Marketing","region_2","Master_and_above","m","sourcing",1,41,"5",12,0,48,"No"
"Sales & Marketing","region_26","Bachelor","m","sourcing",1,48,"4",6,0,51,"No"
"Sales & Marketing","region_7","Bachelor","m","other",1,31,"5",8,0,50,"No"
"Technology","region_7","Master_and_above","f","sourcing",1,32,"4",6,0,83,"No"
"Procurement","region_2","Bachelor","m","other",1,32,"1",5,0,70,"No"
"Finance","region_15","Master_and_above","m","other",1,36,"3",5,0,60,"No"
"Technology","region_13","Master_and_above","f","other",1,32,"3",7,0,81,"No"
"Procurement","region_7","Bachelor","f","sourcing",1,31,"1",6,0,71,"No"
"Sales & Marketing","region_27","Master_and_above","m","other",1,33,"5",4,0,48,"No"
"Technology","region_7","Master_and_above","f","sourcing",1,42,"3",3,0,80,"No"
"Sales & Marketing","region_32","Bachelor","m","sourcing",2,32,"1",9,0,56,"No"
"Procurement","region_16","Bachelor","f","other",1,25,"5",3,0,71,"No"
"Operations","region_19","Bachelor","m","other",1,32,"5",7,1,60,"Yes"
"Operations","region_4","Bachelor","m","other",1,32,"5",2,0,74,"Yes"
"Finance","region_6","Bachelor","f","sourcing",1,30,"3",4,0,59,"No"
"Operations","region_29","Bachelor","m","other",1,32,"3",7,0,62,"No"
"Analytics","region_5","Master_and_above","m","other",1,46,"3",5,0,80,"No"
"Finance","region_2","Below_Secondary","m","other",3,22,"3",2,0,56,"No"
"Analytics","region_22","Bachelor","m","referred",1,27,"No_Rating",1,1,94,"Yes"
"Sales & Marketing","region_9","No_Education","m","sourcing",1,30,"No_Rating",1,0,52,"No"
"HR","region_6","Bachelor","m","sourcing",1,32,"4",7,0,48,"No"
"Operations","region_6","Bachelor","f","sourcing",1,27,"4",2,1,70,"Yes"
"Analytics","region_29","Bachelor","f","other",1,28,"No_Rating",1,0,83,"No"
"Sales & Marketing","region_2","Bachelor","m","sourcing",1,42,"3",7,0,46,"No"
"Technology","region_15","Bachelor","m","other",1,28,"3",3,0,81,"No"
"Technology","region_27","Bachelor","m","other",1,27,"4",3,0,78,"No"
"Sales & Marketing","region_27","Bachelor","m","sourcing",1,30,"4",4,0,42,"No"
"Operations","region_27","Master_and_above","m","other",1,49,"4",19,0,60,"No"
"Procurement","region_26","Bachelor","m","other",1,42,"4",12,0,65,"No"
"Technology","region_3","Master_and_above","m","sourcing",1,33,"5",8,0,80,"Yes"
"Finance","region_2","Bachelor","m","sourcing",1,28,"No_Rating",1,0,58,"No"
"Analytics","region_4","Bachelor","m","other",1,28,"3",5,0,81,"No"
"Procurement","region_26","Bachelor","m","other",1,39,"5",9,0,74,"No"
"Sales & Marketing","region_15","Bachelor","f","sourcing",1,29,"2",7,0,47,"No"
"R&D","region_7","Bachelor","m","sourcing",3,38,"3",3,0,86,"No"
"Sales & Marketing","region_31","Master_and_above","m","sourcing",3,33,"3",8,0,50,"No"
"Technology","region_7","Master_and_above","m","sourcing",1,41,"5",6,0,83,"No"
"Technology","region_2","Bachelor","m","referred",1,24,"No_Rating",1,0,86,"Yes"
"HR","region_2","Bachelor","f","sourcing",1,42,"4",12,0,47,"No"
"Finance","region_27","Bachelor","m","other",1,29,"5",6,0,59,"No"
"Operations","region_11","No_Education","f","other",1,30,"3",6,0,59,"No"
"Operations","region_2","Bachelor","f","sourcing",1,35,"4",4,0,59,"No"
"Analytics","region_19","Bachelor","m","other",1,37,"3",7,0,85,"No"
"Operations","region_2","Master_and_above","m","sourcing",1,43,"3",4,0,61,"No"
"Sales & Marketing","region_25","No_Education","m","sourcing",2,26,"No_Rating",1,0,50,"No"
"Procurement","region_34","Bachelor","m","sourcing",1,29,"2",4,0,69,"No"
"Operations","region_22","Bachelor","f","sourcing",1,28,"4",3,0,57,"No"
"Sales & Marketing","region_31","Bachelor","m","sourcing",2,23,"3",2,0,49,"No"
"Sales & Marketing","region_22","Bachelor","m","other",1,33,"2",6,0,54,"No"
"Sales & Marketing","region_27","No_Education","m","sourcing",2,28,"1",5,0,49,"No"
"Sales & Marketing","region_10","Master_and_above","m","other",1,48,"3",18,0,43,"No"
"Procurement","region_17","Master_and_above","f","sourcing",1,56,"4",15,0,74,"No"
"Analytics","region_7","Bachelor","m","other",1,41,"5",6,0,86,"No"
"Procurement","region_9","Bachelor","f","other",1,29,"3",2,0,69,"No"
"Operations","region_20","Bachelor","f","other",1,30,"5",3,0,60,"Yes"
"Finance","region_2","Master_and_above","m","other",1,36,"3",6,0,60,"No"
"Sales & Marketing","region_2","Master_and_above","m","other",3,42,"3",4,0,51,"No"
"Finance","region_2","Master_and_above","m","other",1,32,"4",8,0,64,"No"
"Sales & Marketing","region_7","Bachelor","f","sourcing",1,30,"1",5,0,48,"No"
"Analytics","region_22","Bachelor","m","other",1,29,"2",2,0,87,"No"
"Procurement","region_26","Bachelor","m","sourcing",1,32,"5",7,0,70,"No"
"Sales & Marketing","region_26","Master_and_above","m","sourcing",1,34,"5",8,0,48,"No"
"Sales & Marketing","region_28","Bachelor","f","other",1,29,"1",6,0,48,"No"
"Operations","region_32","Bachelor","m","other",1,31,"3",4,0,62,"No"
"Operations","region_2","Master_and_above","f","sourcing",1,37,"5",3,0,60,"No"
"Sales & Marketing","region_15","Master_and_above","m","sourcing",1,34,"4",5,0,55,"No"
"Operations","region_22","Bachelor","m","other",1,30,"1",2,0,59,"No"
"Procurement","region_7","Bachelor","f","sourcing",2,24,"No_Rating",1,0,68,"No"
"Procurement","region_16","Bachelor","f","other",1,59,"3",16,0,69,"No"
"Sales & Marketing","region_2","Bachelor","m","sourcing",1,40,"4",10,0,49,"No"
"Sales & Marketing","region_9","No_Education","m","other",1,34,"2",5,0,47,"No"
"Operations","region_2","Bachelor","f","sourcing",1,29,"4",6,0,58,"No"
"Sales & Marketing","region_14","Bachelor","f","other",1,32,"3",5,0,45,"No"
"Sales & Marketing","region_2","Master_and_above","f","other",1,44,"5",19,0,49,"No"
"Analytics","region_22","Bachelor","m","other",1,25,"5",2,0,87,"No"
"Procurement","region_5","Master_and_above","m","other",2,35,"3",6,0,70,"No"
"Sales & Marketing","region_2","Master_and_above","f","other",1,45,"5",18,0,50,"No"
"Sales & Marketing","region_24","Master_and_above","m","other",1,33,"4",4,0,50,"No"
"Procurement","region_22","Bachelor","m","sourcing",9,26,"3",3,0,73,"No"
"Analytics","region_19","Bachelor","m","sourcing",1,38,"5",11,0,82,"No"
"Technology","region_22","Bachelor","m","other",4,29,"1",2,0,80,"No"
"Sales & Marketing","region_8","Bachelor","m","other",1,30,"3",5,0,52,"No"
"Procurement","region_26","Bachelor","m","other",2,32,"2",7,0,71,"No"
"R&D","region_22","Master_and_above","m","other",2,28,"No_Rating",1,0,83,"Yes"
"Sales & Marketing","region_26","Master_and_above","m","other",1,42,"3",7,0,45,"No"
"Procurement","region_19","Bachelor","m","sourcing",1,36,"3",9,0,69,"No"
"Procurement","region_2","Bachelor","m","other",5,45,"3",6,0,68,"No"
"Technology","region_17","Master_and_above","m","sourcing",1,42,"3",12,0,80,"Yes"
"Operations","region_20","Bachelor","f","other",1,32,"5",6,0,61,"No"
"Sales & Marketing","region_10","Bachelor","m","sourcing",1,30,"1",8,0,52,"No"
"R&D","region_22","Bachelor","m","other",2,32,"3",4,0,92,"No"
"HR","region_15","Bachelor","m","other",1,30,"1",4,0,53,"No"
"Analytics","region_2","Bachelor","f","sourcing",1,31,"4",8,0,87,"No"
"Technology","region_2","Bachelor","f","sourcing",2,34,"3",6,0,79,"No"
"Sales & Marketing","region_1","Bachelor","m","sourcing",1,39,"5",9,0,52,"No"
"Procurement","region_26","Master_and_above","m","other",1,42,"3",3,0,73,"No"
"Operations","region_22","Bachelor","m","other",1,30,"1",4,0,60,"No"
"Operations","region_19","Bachelor","f","sourcing",1,39,"5",7,0,60,"No"
